objectid,parentid,title,proprietor,date_start,date_end,date_text,HoMER_venue,description,seats_number,address,location,latitude,longitude,source,format,display_template,description_file,filename,object_location,image_small,image_thumb
icp-0205,,Athy Picture Palace,"Athy Picture Palace, Ltd. (M.P. Minch and H.J. Hosie)",1924,,,Cinema,,,Offaly Street,Athy,52.990649,-6.98192,,,cinema_site,,,,/objects/small/athy-pp_nlt_18-oct-1924_sm.jpg,/objects/thumbs/athy-pp_nlt_18-oct-1924_th.jpg
icp-0205a,icp-0205,,,,,,,,,,,,,,image/jpeg,image,,athy-pp_nlt_18-oct-1924.jpg,/objects/athy-pp_nlt_18-oct-1924.jpg,/objects/small/athy-pp_nlt_18-oct-1924_sm.jpg,/objects/thumbs/athy-pp_nlt_18-oct-1924_th.jpg
icp-0206,,"Cinema, Castleisland",,1923,,,Multipurpose venue,,,Killarney Road,Castleisland,52.230072,-9.466114,,,cinema_site,,,,/objects/small/cinema_castleisland_kn_14-jan-1925_sm.jpg,/objects/thumbs/cinema_castleisland_kn_14-jan-1925_th.jpg
icp-0206a,icp-0206,,,,,,,,,,,,,,image/jpeg,image,,cinema_castleisland_kn_14-jan-1925.jpg,/objects/cinema_castleisland_kn_14-jan-1925.jpg,/objects/small/cinema_castleisland_kn_14-jan-1925_sm.jpg,/objects/thumbs/cinema_castleisland_kn_14-jan-1925_th.jpg
icp-0207,,Bray Picture House,J.E. McDermott,1912,,,Cinema,,,Quinsboro Road,Bray,53.205006,-6.106049,,,cinema_site,,,,/objects/small/bray-ph_il_sep-1917_sm.jpg,/objects/thumbs/bray-ph_il_sep-1917_th.jpg
icp-0207a,icp-0207,,,,,,,,,,,,,,image/jpeg,image,,bray-ph_il_sep-1917.jpg,/objects/bray-ph_il_sep-1917.jpg,/objects/small/bray-ph_il_sep-1917_sm.jpg,/objects/thumbs/bray-ph_il_sep-1917_th.jpg
icp-0208,,"Bray Cinema, later Coliseum, Bray",G. Wilde (1914-15); Captain Smallman (1915-),1914,,,Cinema,,,Florence Road,Bray,53.203334,-6.108292,,,cinema_site,,,,/objects/small/bray-coliseum_wnl_23-oct-1915_sm.jpg,/objects/thumbs/bray-coliseum_wnl_23-oct-1915_th.jpg
icp-0208a,icp-0208,,,,,,,,,,,,,,image/jpeg,image,,bray-coliseum_wnl_23-oct-1915.jpg,/objects/bray-coliseum_wnl_23-oct-1915.jpg,/objects/small/bray-coliseum_wnl_23-oct-1915_sm.jpg,/objects/thumbs/bray-coliseum_wnl_23-oct-1915_th.jpg
icp-0209,,"Star Theatre of Varieties, Dublin",Adam Findlater,1896,,,Variety theatre,,,Dame Street,Dublin,53.344491,-6.266131,,,cinema_site,,,,/objects/small/star_dublin_fj_20-apr-1896_sm.jpg,/objects/thumbs/star_dublin_fj_20-apr-1896_th.jpg
icp-0209a,icp-0209,,,,,,,,,,,,,,image/jpeg,image,,star_dublin_fj_20-apr-1896.jpg,/objects/star_dublin_fj_20-apr-1896.jpg,/objects/small/star_dublin_fj_20-apr-1896_sm.jpg,/objects/thumbs/star_dublin_fj_20-apr-1896_th.jpg
icp-0210,,"World's Fair Waxworks, Dublin","Charles James (1890s), Robert W. Sprengel (1912-)",1896,,,Variety theatre,,,30 Henry Street,Dublin,53.349506,-6.261403,,,cinema_site,,,,/objects/small/worlds-fair_dublin_sm.jpg,/objects/thumbs/worlds-fair_dublin_th.jpg
icp-0210a,icp-0210,,,,,,,,,,,,,,image/png,image,,worlds-fair_dublin.png,/objects/worlds-fair_dublin.png,/objects/small/worlds-fair_dublin_sm.jpg,/objects/thumbs/worlds-fair_dublin_th.jpg
icp-0211,,"Electric Theatre, Tipperary",Livermore,1912,,,Cinema,,,Henry (now O'Brien) Street,Tipperary,52.472898,-8.164841,,,cinema_site,,,,/objects/small/electric-theatre_tipperary_tipperary-studies_sm.jpg,/objects/thumbs/electric-theatre_tipperary_tipperary-studies_th.jpg
icp-0211a,icp-0211,,,,,,,,,,,,,,image/jpeg,image,,electric-theatre_tipperary_tipperary-studies.jpg,/objects/electric-theatre_tipperary_tipperary-studies.jpg,/objects/small/electric-theatre_tipperary_tipperary-studies_sm.jpg,/objects/thumbs/electric-theatre_tipperary_tipperary-studies_th.jpg
icp-0212,,"Cinema, Cashel",Michael H. Hannigan,1919,,,Cinema,,,"Wesley Square, Main Street",Cashel,52.515896,-7.889002,,,cinema_site,,,,/objects/small/cinema_cashel_nt_14-mar-1925_sm.jpg,/objects/thumbs/cinema_cashel_nt_14-mar-1925_th.jpg
icp-0212a,icp-0212,,,,,,,,,,,,,,image/jpeg,image,,cinema_cashel_nt_14-mar-1925.jpg,/objects/cinema_cashel_nt_14-mar-1925.jpg,/objects/small/cinema_cashel_nt_14-mar-1925_sm.jpg,/objects/thumbs/cinema_cashel_nt_14-mar-1925_th.jpg
icp-0213,,"Cinema Hall, Clogheen",John Browne,1918,,,Multipurpose venue,,,Main Street,Clogheen,52.276813,-7.995394,,,cinema_site,,,,/objects/small/cinema-hall_clogheen_cch_22-jun-1918_sm.jpg,/objects/thumbs/cinema-hall_clogheen_cch_22-jun-1918_th.jpg
icp-0213a,icp-0213,,,,,,,,,,,,,,image/jpeg,image,,cinema-hall_clogheen_cch_22-jun-1918.jpg,/objects/cinema-hall_clogheen_cch_22-jun-1918.jpg,/objects/small/cinema-hall_clogheen_cch_22-jun-1918_sm.jpg,/objects/thumbs/cinema-hall_clogheen_cch_22-jun-1918_th.jpg
icp-0214,,"Picturedrome, Tipperary",William G. Evans,1916,,,Cinema,,,James Street,Tipperary,52.474141,-8.163145,,,cinema_site,,,,/objects/small/tipperary_picturedrome_fj_6-jan-1921_sm.jpg,/objects/thumbs/tipperary_picturedrome_fj_6-jan-1921_th.jpg
icp-0214a,icp-0214,,,,,,,,,,,,,,image/jpeg,image,,tipperary_picturedrome_fj_6-jan-1921.jpg,/objects/tipperary_picturedrome_fj_6-jan-1921.jpg,/objects/small/tipperary_picturedrome_fj_6-jan-1921_sm.jpg,/objects/thumbs/tipperary_picturedrome_fj_6-jan-1921_th.jpg
icp-0215,,"Town Hall, Tipperary",William G. Evans,1921,,,Multipurpose venue,,,Mitchell Street,Tipperary,52.474957,-8.160656,,,cinema_site,,,,/objects/small/tipperary_town-hall_nli_sm.jpg,/objects/thumbs/tipperary_town-hall_nli_th.jpg
icp-0215a,icp-0215,,,,,,,,,,,,,,image/jpeg,image,,tipperary_town-hall_nli.jpg,/objects/tipperary_town-hall_nli.jpg,/objects/small/tipperary_town-hall_nli_sm.jpg,/objects/thumbs/tipperary_town-hall_nli_th.jpg
icp-0216,,"Park View Cinema, Carrick-on-Suir",Patrick McGrath,1917,,,Cinema,,,Castle Street,Tipperary,52.347664,-7.408858,,,cinema_site,,,,/objects/small/park-view_carrick-on-suir_nt_14-sep-1918_sm.jpg,/objects/thumbs/park-view_carrick-on-suir_nt_14-sep-1918_th.jpg
icp-0216a,icp-0216,,,,,,,,,,,,,,image/jpeg,image,,park-view_carrick-on-suir_nt_14-sep-1918.jpg,/objects/park-view_carrick-on-suir_nt_14-sep-1918.jpg,/objects/small/park-view_carrick-on-suir_nt_14-sep-1918_sm.jpg,/objects/thumbs/park-view_carrick-on-suir_nt_14-sep-1918_th.jpg
icp-0217,,Boyle Picture Theatre,Frank Shouldice,1920,,,Cinema,,,Bridge Street,Boyle,53.971047,-8.302791,,,cinema_site,,,,/objects/small/crescent-cinema_boyle_fb_sm.jpg,/objects/thumbs/crescent-cinema_boyle_fb_th.jpg
icp-0217a,icp-0217,,,,,,,,,,,,,,image/jpeg,image,,crescent-cinema_boyle_fb.jpg,/objects/crescent-cinema_boyle_fb.jpg,/objects/small/crescent-cinema_boyle_fb_sm.jpg,/objects/thumbs/crescent-cinema_boyle_fb_th.jpg
icp-0218,,"Grand Central, Limerick",Paul and Mary Bernard,1922,,,Cinema,,,Bedford Row,Limerick,52.663608,-8.627822,,,cinema_site,,,,/objects/small/grand-central_ll_20-nov-1922_sm.jpg,/objects/thumbs/grand-central_ll_20-nov-1922_th.jpg
icp-0218a,icp-0218,,,,,,,,,,,,,,image/jpeg,image,,grand-central_ll_20-nov-1922.jpg,/objects/grand-central_ll_20-nov-1922.jpg,/objects/small/grand-central_ll_20-nov-1922_sm.jpg,/objects/thumbs/grand-central_ll_20-nov-1922_th.jpg
icp-0219,,"Lyric Cinema, Limerick",Harte,1925,,,Multipurpose venue,,,Glentworth Street,Limerick,52.660064,-8.627765,,,cinema_site,,,,/objects/small/lyric_x_limerick-museum_sm.jpg,/objects/thumbs/lyric_x_limerick-museum_th.jpg
icp-0219a,icp-0219,,,,,,,,,,,,,,image/jpeg,image,,lyric_x_limerick-museum.jpg,/objects/lyric_x_limerick-museum.jpg,/objects/small/lyric_x_limerick-museum_sm.jpg,/objects/thumbs/lyric_x_limerick-museum_th.jpg
icp-0220,,"Coliseum, Limerick",Michael Gough,1917,,,Multipurpose venue,,,69 O'Connell Street,Limerick,52.659636,-8.630731,,,cinema_site,,,,/objects/small/coliseum_limerick_ll_31-oct-1917_sm.jpg,/objects/thumbs/coliseum_limerick_ll_31-oct-1917_th.jpg
icp-0220a,icp-0220,,,,,,,,,,,,,,image/jpeg,image,,coliseum_limerick_ll_31-oct-1917.jpg,/objects/coliseum_limerick_ll_31-oct-1917.jpg,/objects/small/coliseum_limerick_ll_31-oct-1917_sm.jpg,/objects/thumbs/coliseum_limerick_ll_31-oct-1917_th.jpg
icp-0221,,"Shannon Cinema, Limerick",Murphy and Coffey,1916,,,Cinema,,,George's Quay,Limerick,52.667058,-8.622348,,,cinema_site,,,,/objects/small/shannon_limerick_le_15-aug-1916_sm.jpg,/objects/thumbs/shannon_limerick_le_15-aug-1916_th.jpg
icp-0221a,icp-0221,,,,,,,,,,,,,,image/jpeg,image,,shannon_limerick_le_15-aug-1916.jpg,/objects/shannon_limerick_le_15-aug-1916.jpg,/objects/small/shannon_limerick_le_15-aug-1916_sm.jpg,/objects/thumbs/shannon_limerick_le_15-aug-1916_th.jpg
icp-0222,,"Tivoli Picture Palace, Limerick",Paul Bernard,1916,,,Cinema,,,Assembly Mall (now Charlotte's Quay),Limerick,52.666077,-8.620969,,,cinema_site,,,,/objects/small/tivoli_limerick_cinema-treasures_sm.jpg,/objects/thumbs/tivoli_limerick_cinema-treasures_th.jpg
icp-0222a,icp-0222,,,,,,,,,,,,,,image/jpeg,image,,tivoli_limerick_cinema-treasures.jpg,/objects/tivoli_limerick_cinema-treasures.jpg,/objects/small/tivoli_limerick_cinema-treasures_sm.jpg,/objects/thumbs/tivoli_limerick_cinema-treasures_th.jpg
icp-0223,,"Borrisokane Cinema",Thomas Guilfoyle,1922,,,Multipurpose venue,,,Old Fever Hospital,Borrisokane,52.999379,-8.122948,,,cinema_site,,,,/objects/small/borrisokane_cinema_ng_14-oct-1922_sm.png,/objects/thumbs/borrisokane_cinema_ng_14-oct-1922_th.png
icp-0223a,icp-0223,,,,,,,,,,,,,,image/png,image,,borrisokane_cinema_ng_14-oct-1922.png,/objects/borrisokane_cinema_ng_14-oct-1922.png,/objects/small/borrisokane_cinema_ng_14-oct-1922_sm.png,/objects/thumbs/borrisokane_cinema_ng_14-oct-1922_th.png
icp-0224,,"Diamond Picture House, Belfast",Joseph McKribbin,1920,,,Cinema,,,35 Falls Road,Belfast,54.598541,-5.951537,,,cinema_site,icp-0224,,,/objects/small/diamond_belfast_capuchin-annual_fb_sm.jpg,/objects/thumbs/diamond_belfast_capuchin-annual_fb_th.jpg
icp-0224a,icp-0224,,,,,,,,,,,,,,image/jpeg,image,,diamond_belfast_capuchin-annual_fb.jpg,/objects/diamond_belfast_capuchin-annual_fb.jpg,/objects/small/diamond_belfast_capuchin-annual_fb_sm.jpg,/objects/thumbs/diamond_belfast_capuchin-annual_fb_th.jpg
icp-0225,,"Cinema Hall, Killaloe",Joseph McKeogh,1923,,,Multipurpose venue,,,Royal Parade,Killaloe,52.806817,-8.439895,,,cinema_site,,,,/objects/small/killaloe_cinema-hall_ng_14-apr-1923_sm.jpg,/objects/thumbs/killaloe_cinema-hall_ng_14-apr-1923_th-jpg
icp-0225a,icp-0225,,,,,,,,,,,,,,image/jpeg,image,,killaloe_cinema-hall_ng_14-apr-1923.jpg,/objects/killaloe_cinema-hall_ng_14-apr-1923.jpg,/objects/small/killaloe_cinema-hall_ng_14-apr-1923_sm.jpg,/objects/thumbs/killaloe_cinema-hall_ng_14-apr-1923_th.jpg
icp-0226,,"Cinema Theatre, Abbeyfeale",,1920,,,Multipurpose venue,,,New Street,Abbeyfeale,52.387341,-9.302167,,,cinema_site,,,,/objects/small/killaloe_cinema-hall_ng_14-apr-1923_sm.jpg,/objects/thumbs/killaloe_cinema-hall_ng_14-apr-1923_th-jpg
icp-0226a,icp-0226,,,,,,,,,,,,,,image/jpeg,image,,killaloe_cinema-hall_ng_14-apr-1923.jpg,/objects/killaloe_cinema-hall_ng_14-apr-1923.jpg,/objects/small/killaloe_cinema-hall_ng_14-apr-1923_sm.jpg,/objects/thumbs/killaloe_cinema-hall_ng_14-apr-1923_th.jpg
icp-0227,,"Coliseum, Bantry",,1915,,,Multipurpose venue,,,Chapel Street,Bantry,51.678242,-9.449308,,,cinema_site,,,,/objects/small/killaloe_cinema-hall_ng_14-apr-1923_sm.jpg,/objects/thumbs/killaloe_cinema-hall_ng_14-apr-1923_th-jpg
icp-0227a,icp-0227,,,,,,,,,,,,,,image/jpeg,image,,killaloe_cinema-hall_ng_14-apr-1923.jpg,/objects/killaloe_cinema-hall_ng_14-apr-1923.jpg,/objects/small/killaloe_cinema-hall_ng_14-apr-1923_sm.jpg,/objects/thumbs/killaloe_cinema-hall_ng_14-apr-1923_th.jpg
icp-0228,,"Cinema Hall, Macroom",,1914,,,Multipurpose venue,,,Lucey's Lane,Macroom,51.905407,-8.957275,,,cinema_site,,,,/objects/small/killaloe_cinema-hall_ng_14-apr-1923_sm.jpg,/objects/thumbs/killaloe_cinema-hall_ng_14-apr-1923_th-jpg
icp-0228a,icp-0228,,,,,,,,,,,,,,image/jpeg,image,,killaloe_cinema-hall_ng_14-apr-1923.jpg,/objects/killaloe_cinema-hall_ng_14-apr-1923.jpg,/objects/small/killaloe_cinema-hall_ng_14-apr-1923_sm.jpg,/objects/thumbs/killaloe_cinema-hall_ng_14-apr-1923_th.jpg
icp-0229,,"Picture Hall, Portrush",Winter Gardens Co.,1914,,,Multipurpose venue,,,Winter Gardens,Portrush,55.203617,-6.653708,,,cinema_site,icp-0230,,,/objects/small/skating-rink_historyofportrush_fb_sm.jpg,/objects/thumbs/skating-rink_historyofportrush_fb_th.jpg
icp-0229a,icp-0229,,,,,,,,,,,,,,image/jpeg,image,,skating-rink_historyofportrush_fb.jpg,/objects/skating-rink_historyofportrush_fb.jpg,/objects/small/skating-rink_historyofportrush_fb_sm.jpg,/objects/thumbs/skating-rink_historyofportrush_fb_th.jpg
icp-0230,,"Picture Palace, Bangor",Grand Hotel Co. (Johnstone),1912,,,Cinema,,,Quay Street,Bangor,54.664415,-5.666926,,,cinema_site,icp-0231,,,/objects/small/grand-hotel_bangor_cinematograph_cds_5-Apr-1912_sm.png,/objects/thumbs/grand-hotel_bangor_cinematograph_cds_5-Apr-1912_th.jpg
icp-0230a,icp-0230,,,,,,,,,,,,,,image/jpeg,image,,grand-hotel_bangor_cinematograph_cds_5-Apr-1912.jpg,/objects/grand-hotel_bangor_cinematograph_cds_5-Apr-1912.jpg,/objects/small/grand-hotel_bangor_cinematograph_cds_5-Apr-1912_sm.jpg,/objects/thumbs/grand-hotel_bangor_cinematograph_cds_5-Apr-1912_th.jpg
icp-0231,,"Picture House, Bangor",Irish Electric Palaces,1912,,,Cinema,,,37 Main Street,Bangor,54.661867,-5.667604,,,cinema_site,icp-0232,,,/objects/small/bangor_ph_CDS_29-mar-1912_sm.jpg,/objects/thumbs/bangor_ph_CDS_29-mar-1912_th.jpg
icp-0231a,icp-0231,,,,,,,,,,,,,,image/jpeg,image,,bangor_ph_CDS_29-mar-1912.jpg,/objects/bangor_ph_CDS_29-mar-1912.jpg,/objects/small/bangor_ph_CDS_29-mar-1912_sm.jpg,/objects/thumbs/bangor_ph_CDS_29-mar-1912_th.jpg
icp-0232,,"St Patrick's Hall, Bundoran",,1920,,,Multipurpose venue,,,Church Road,Bundoran,54.476676,-8.279829,,,cinema_site,icp-0232,,,/objects/small/st.-patricks-hall_bundoran_sm.jpg,/objects/thumbs/st.-patricks-hall_bundoran_th.jpg
icp-0232a,icp-0232,,,,,,,,,,,,,,image/jpeg,image,,st.-patricks-hall_bundoran.jpg,/objects/st.-patricks-hall_bundoran.jpg,/objects/small/st.-patricks-hall_bundoran_sm.jpg,/objects/thumbs/st.-patricks-hall_bundoran_th.jpg
icp-0233,,"Picture House, Banbridge",J.U. Finney,1912,,,Cinema,,,Kenlis Street,Banbridge,54.346211,-6.269704,,,cinema_site,icp-0233,,,/objects/small/banbridge-ph_bc_31-aug-1912_sm.jpg,/objects/thumbs/banbridge-ph_bc_31-aug-1912_th.jpg
icp-0233a,icp-0233,,,,,,,,,,,,,,image/jpeg,image,,banbridge-ph_bc_31-aug-1912.jpg,/objects/banbridge-ph_bc_31-aug-1912.jpg,/objects/small/banbridge-ph_bc_31-aug-1912_sm.jpg,/objects/thumbs/banbridge-ph_bc_31-aug-1912_th.jpg
icp-0234,,"Picture House, Cookstown",,1920,,,Cinema,,,Fair Hill,Cookstown,54.644117,-6.746827,,,cinema_site,icp-0234,,,/objects/small/cookstown_eph_mum_11-mar-1922_sm.jpg,/objects/thumbs/cookstown_eph_mum_11-mar-1922_th.jpg
icp-0234a,icp-0001,,,,,,,,,,,,,,image/jpeg,image,,cookstown_eph_mum_11-mar-1922.jpg,/objects/cookstown_eph_mum_11-mar-1922.jpg,/objects/small/cookstown_eph_mum_11-mar-1922_sm.jpg,/objects/thumbs/cookstown_eph_mum_11-mar-1922_th.jpg
