objectid,parentid,title,proprietor,date_start,date_end,date_text,HoMER_venue,description,seats_number,address,location,latitude,longitude,source,format,display_template,description_file,filename,object_location,image_small,image_thumb
icp-0114,,"Victoria Cinema, Galway",R. W. Mackie (1915-22; J.M. McGrath (1922-26),1915,,,Theatre,,,Victoria Place,Galway,53.27294405,-9.048827864,,,cinema_site,,,,/objects/small/victoria-cinema_galway_ctf_7-aug-1915_sm.jpg,/objects/thumbs/victoria-cinema_galway_ctf_7-aug-1915_th.jpg
icp-0114a,icp-0114,,,,,,,,,,,,,,image/jpeg,image,,victoria-cinema_galway_ctf_7-aug-1915.jpg,/objects/victoria-cinema_galway_ctf_7-aug-1915.jpg,/objects/small/victoria-cinema_galway_ctf_7-aug-1915_sm.jpg,/objects/thumbs/victoria-cinema_galway_ctf_7-aug-1915_th.jpg
icp-0115,,"Theatre Royal, Limerick",George Fogerty,1914,,,Theatre,,,Henry Street,Limerick,52.660985,-8.631282,,,cinema_site,,,,/objects/small/theatre-royal_limerick_museum_twitter_sm.jpg,/objects/thumbs/theatre-royal_limerick_museum_twitter_th.jpg
icp-0115a,icp-0115,,,,,,,,,,,,,,image/jpeg,image,,theatre-royal_limerick_museum_twitter.jpeg,/objects/theatre-royal_limerick_museum_twitter.jpeg,/objects/small/theatre-royal_limerick_museum_twitter_sm.jpg,/objects/thumbs/theatre-royal_limerick_museum_twitter_th.jpg
icp-0116,,"Town Hall, Dungarvan",Irish Animated Picture Company (James T. Jameson),1911,,,Theatre,,,St Augustine Street,Dungarvan,52.088688,-7.619429,,,cinema_site,,,,/objects/small/dungarvan_town-hall_waterford-co-museum_sm.jpg,/objects/thumbs/dungarvan_town-hall_waterford-co-museum_th.jpg
icp-0116a,icp-0116,,,,,,,,,,,,,,image/jpeg,image,,dungarvan_town-hall_waterford-co-museum.jpg,/objects/dungarvan_town-hall_waterford-co-museum.jpg,/objects/small/dungarvan_town-hall_waterford-co-museum_sm.jpg,/objects/thumbs/dungarvan_town-hall_waterford-co-museum_th.jpg
icp-0117,,"Cinema Palace, Wexford",Wexford Cinema Co. (M.J O'Connor and A.T. Wright),1914,,,Theatre,,,Harpurs Lane (also Cinema Lane),Wexford,52.33718691,-6.459716194,,,cinema_site,,,,/objects/small/wexford-cinema-palace_fp_5-dec-1914_sm.jpg,/objects/thumbs/wexford-cinema-palace_fp_5-dec-1914_th.jpg
icp-0117a,icp-0117,,,,,,,,,,,,,,image/jpeg,image,,wexford-cinema-palace_fp_5-dec-1914.jpg,/objects/wexford-cinema-palace_fp_5-dec-1914.jpg,/objects/small/wexford-cinema-palace_fp_5-dec-1914_sm.jpg,/objects/thumbs/wexford-cinema-palace_fp_5-dec-1914_th.jpg
icp-0118,,"Electric Picture Palace, Cavan",James A. Thompson (1914); Vincent Kennedy (May 1914-?); Sherwood (1916-20); Joseph Stanley (1921-34),1912,,,Theatre,,,Town Hall Street,Cavan,53.9910885,-7.362199057,,,cinema_site,,,,/objects/small/cavan_th_postcard_1918_sm.jpg,/objects/thumbs/cavan_th_postcard_1918_th.jpg
icp-0118a,icp-0118,,,,,,,,,,,,,,image/jpeg,image,,cavan_th_postcard_1918.jpg,/objects/cavan_th_postcard_1918.jpg,/objects/small/cavan_th_postcard_1918_sm.jpg,/objects/thumbs/cavan_th_postcard_1918_th.jpg
icp-0119,,Drogheda Picture Palace,Harry Seymour and Thomas Harris (1910-11);  William Power (1911-12); Joseph Stanley (1919: Boyne Cinema),1910,,,Theatre,,,Fair Street,Drogheda,53.71648322,-6.355650365,,,cinema_site,,,,/objects/small/boyne_drogheda_sinn-fein-review_1919_sm.jpg,/objects/thumbs/boyne_drogheda_sinn-fein-review_1919_th.jpg
icp-0119a,icp-0119,,,,,,,,,,,,,,image/jpeg,image,,boyne_drogheda_sinn-fein-review_1919.jpg,/objects/boyne_drogheda_sinn-fein-review_1919.jpg,/objects/small/boyne_drogheda_sinn-fein-review_1919_sm.jpg,/objects/thumbs/boyne_drogheda_sinn-fein-review_1919_th.jpg
icp-0120,,"Strand Cinema, Passage West",D. Hayes (1919-21); Olive Crosse (1924-29),1919,,,Theatre,,,Penny's Quay,Passage West,51.87063,-8.334668,,,cinema_site,,,,/objects/small/passage-west-cinema_klw_13-nov-1919_sm.jpg,/objects/thumbs/passage-west-cinema_klw_13-nov-1919_th.jpg
icp-0120a,icp-0120,,,,,,,,,,,,,,image/jpeg,image,,passage-west-cinema_klw_13-nov-1919.jpg,/objects/passage-west-cinema_klw_13-nov-1919.jpg,/objects/small/passage-west-cinema_klw_13-nov-1919_sm.jpg,/objects/thumbs/passage-west-cinema_klw_13-nov-1919_th.jpg
icp-0121,,"Coliseum, Kinsale",Southern Coliseums,1915,,,Theatre,,,Higher Street,Kinsale,51.70384438,-8.522053147,,,cinema_site,,,,/objects/small/coliseum_kinsale_bio_1-jul-1915_sm.jpg,/objects/thumbs/coliseum_kinsale_bio_1-jul-1915_th.jpg
icp-0121a,icp-0121,,,,,,,,,,,,,,image/jpeg,image,,coliseum_kinsale_bio_1-jul-1915.jpg,/objects/coliseum_kinsale_bio_1-jul-1915.jpg,/objects/small/coliseum_kinsale_bio_1-jul-1915_sm.jpg,/objects/thumbs/coliseum_kinsale_bio_1-jul-1915_th.jpg
icp-0122,,Ballina Picture Palace,James Ahearn,1914,,,Theatre,,,Arthur Street,Ballina,54.114439,-9.158695,,,cinema_site,,,,/objects/small/ballina-pp_wp_31-jan-1914_sm.jpg,/objects/thumbs/ballina-pp_wp_31-jan-1914_th.jpg
icp-0122a,icp-0122,,,,,,,,,,,,,,image/jpeg,image,,ballina-pp_wp_31-jan-1914.jpg,/objects/ballina-pp_wp_31-jan-1914.jpg,/objects/small/ballina-pp_wp_31-jan-1914_sm.jpg,/objects/thumbs/ballina-pp_wp_31-jan-1914_th.jpg
icp-0123,,"Picture Palace, Dungarvan",Daniel Crotty,1914,,,Theatre,,,Davitt's Quay,Dungarvan,52.091564,-7.620585,,,cinema_site,,,,/objects/small/dungarvan_cinema_waterford-co-museum_sm.jpg,/objects/thumbs/dungarvan_cinema_waterford-co-museum_th.jpg
icp-0123a,icp-0123,,,,,,,,,,,,,,image/jpeg,image,,dungarvan_cinema_waterford-co-museum.jpg,/objects/dungarvan_cinema_waterford-co-museum.jpg,/objects/small/dungarvan_cinema_waterford-co-museum_sm.jpg,/objects/thumbs/dungarvan_cinema_waterford-co-museum_th.jpg
icp-0124,,Kells Picture House,James Carroll,1914,,,Theatre,,,Market Yard,Kells,53.726555,-6.878753,,,cinema_site,,,,/objects/small/kells-ph_mcr_16-apr-1914_sm.jpg,/objects/thumbs/kells-ph_mcr_16-apr-1914_th.jpg
icp-0124a,icp-0124,,,,,,,,,,,,,,image/jpeg,image,,kells-ph_mcr_16-apr-1914.jpg,/objects/kells-ph_mcr_16-apr-1914.jpg,/objects/small/kells-ph_mcr_16-apr-1914_sm.jpg,/objects/thumbs/kells-ph_mcr_16-apr-1914_th.jpg
icp-0125,,"Corinthian Cinema, Dublin","James Coneys Nolan, Eric Nolan, William J. Gibson Orr",1921,,,Theatre,,,4-6 Eden Quay,Dublin,53.347934,-6.25843,,,cinema_site,,,,/objects/small/corinthian_dublin_bio_26-aug-1926_sm.jpg,/objects/thumbs/corinthian_dublin_bio_26-aug-1926_th.jpg
icp-0125a,icp-0125,,,,,,,,,,,,,,image/jpeg,image,,corinthian_dublin_bio_26-aug-1926.jpg,/objects/corinthian_dublin_bio_26-aug-1926.jpg,/objects/small/corinthian_dublin_bio_26-aug-1926_sm.jpg,/objects/thumbs/corinthian_dublin_bio_26-aug-1926_th.jpg
icp-0126,,"Grand Central Cinema, Dublin",Irish Kinematograph Co (John J. Farrell),1921,,,Theatre,,,6-7 Lr Sackville/O'Connell Street,Dublin,53.348097,-6.259104,,,cinema_site,,,,/objects/small/grand-central_dublin_flickr_sm.jpg,/objects/thumbs/grand-central_dublin_flickr_th.jpg
icp-0126a,icp-0126,,,,,,,,,,,,,,image/jpeg,image,,grand-central_dublin_flickr.jpg,/objects/grand-central_dublin_flickr.jpg,/objects/small/grand-central_dublin_flickr_sm.jpg,/objects/thumbs/grand-central_dublin_flickr_th.jpg
icp-0127,,"Metropole Cinema, Dublin",WP Corrigan,1922,,,Theatre,,,35-39 Lr Sackville/O'Connell Street,Dublin,53.348829,-6.260394,,,cinema_site,,,,/objects/small/metropole_dublin_keenan_fb_sm.jpg,/objects/thumbs/metropole_dublin_keenan_fb_th.jpg
icp-0127a,icp-0127,,,,,,,,,,,,,,image/jpeg,image,,metropole_dublin_keenan_fb.jpg,/objects/metropole_dublin_keenan_fb.jpg,/objects/small/metropole_dublin_keenan_fb_sm.jpg,/objects/thumbs/metropole_dublin_keenan_fb_th.jpg
icp-0128,,"La Scala Theatre, Dublin",F.W. Chambers,1920,,,Theatre,,,4-8 Princes Street North,Dublin,53.34883107,-6.261159174,,,cinema_site,,,,/objects/small/la-scala_dublin_sm.jpg,/objects/thumbs/la-scala_dublin_th.jpg
icp-0128a,icp-0128,,,,,,,,,,,,,,image/jpeg,image,,la-scala_dublin.jpg,/objects/la-scala_dublin.jpg,/objects/small/la-scala_dublin_sm.jpg,/objects/thumbs/la-scala_dublin_th.jpg
icp-0129,,"Cinema, the Mall, Tuam",O'Connor,1916,,,Theatre,,,Stable Lane,Tuam,53.51327805,-8.853302354,,,cinema_site,,,,/objects/small/mall-cinema_tuam_tuh_15-sep-1917_sm.jpg,/objects/thumbs/mall-cinema_tuam_tuh_15-sep-1917_th.jpg
icp-0129a,icp-0129,,,,,,,,,,,,,,image/jpeg,image,,mall-cinema_tuam_tuh_15-sep-1917.jpg,/objects/mall-cinema_tuam_tuh_15-sep-1917.jpg,/objects/small/mall-cinema_tuam_tuh_15-sep-1917_sm.jpg,/objects/thumbs/mall-cinema_tuam_tuh_15-sep-1917_th.jpg
icp-0130,,"Cinema Palace, Cahir",Patrick Mulcahy,1919,,,Theatre,,,The Square,Cahir,52.37473712,-7.923928609,,,cinema_site,,,,/objects/small/picture-palace_cahir_nt_22-mar-1919_sm.jpg,/objects/thumbs/picture-palace_cahir_nt_22-mar-1919_th.jpg
icp-0130a,icp-0130,,,,,,,,,,,,,,image/jpeg,image,,picture-palace_cahir_nt_22-mar-1919.jpg,/objects/picture-palace_cahir_nt_22-mar-1919.jpg,/objects/small/picture-palace_cahir_nt_22-mar-1919_sm.jpg,/objects/thumbs/picture-palace_cahir_nt_22-mar-1919_th.jpg
icp-0131,,Athlone Picture Palace,John Toft (1913-14); James T. Jameson (1915-16); Henry Barnardo (1916-18); Joseph Gallagher (Shannon Cinema: 1918-),1913,,,Theatre,,,Grace Road,Athlone,53.42379,-7.942842,,,cinema_site,,,,/objects/small/athlone-pp_wi_13-jan-1914_sm.jpg,/objects/thumbs/athlone-pp_wi_13-jan-1914_th.jpg
icp-0131a,icp-0131,,,,,,,,,,,,,,image/jpeg,image,,athlone-pp_wi_13-jan-1914.jpg,/objects/athlone-pp_wi_13-jan-1914.jpg,/objects/small/athlone-pp_wi_13-jan-1914_sm.jpg,/objects/thumbs/athlone-pp_wi_13-jan-1914_th.jpg
icp-0132,,"Longworth Hall, Athlone",J. Ormonde-Dann,1916,,,Theatre,,,Northgate Street,Athlone,53.424529,-7.940617,,,cinema_site,,,,/objects/small/electric-pictures_athlone_wi_29-jan-1916_sm.jpg,/objects/thumbs/electric-pictures_athlone_wi_29-jan-1916_th.jpg
icp-0132a,icp-0132,,,,,,,,,,,,,,image/png,image,,electric-pictures_athlone_wi_29-jan-1916.jpg,/objects/electric-pictures_athlone_wi_29-jan-1916.jpg,/objects/small/electric-pictures_athlone_wi_29-jan-1916_sm.jpg,/objects/thumbs/electric-pictures_athlone_wi_29-jan-1916_th.jpg
icp-0133,,"Electric Cinema, Tullamore",Irish National Foresters,1912,,,Theatre,,,Harbour Street,Tullamore,53.27503291,-7.490788898,,,cinema_site,,,,/objects/small/foresters-cinema_tullarmore_lr_11-dec-1915_sm.jpg,/objects/thumbs/foresters-cinema_tullarmore_lr_11-dec-1915_th.jpg
icp-0133a,icp-0133,,,,,,,,,,,,,,image/jpeg,image,,foresters-cinema_tullarmore_lr_11-dec-1915.jpg,/objects/foresters-cinema_tullarmore_lr_11-dec-1915.jpg,/objects/small/foresters-cinema_tullarmore_lr_11-dec-1915_sm.jpg,/objects/thumbs/foresters-cinema_tullarmore_lr_11-dec-1915_th.jpg
icp-0134,,"Star Picture House, Castlebar",John Brady,1919,,,Theatre,,,Main Street,Castlebar,53.856449,-9.298476,,,cinema_site,,,,/objects/small/star-ph_castlebar_ct_22-nov-1919_sm.jpg,/objects/thumbs/star-ph_castlebar_ct_22-nov-1919_th.jpg
icp-0134a,icp-0134,,,,,,,,,,,,,,image/png,image,,star-ph_castlebar_ct_22-nov-1919.png,/objects/star-ph_castlebar_ct_22-nov-1919.png,/objects/small/star-ph_castlebar_ct_22-nov-1919_sm.jpg,/objects/thumbs/star-ph_castlebar_ct_22-nov-1919_th.jpg
icp-0135,,"Ellison Cinema, Castlebar",Messrs Bourke,1919,,,Theatre,,,Ellison Street,Castlebar,53.855653,-9.299275,,,cinema_site,,,,/objects/small/ellison_castlebar_ct_15-nov-1919_sm.jpg,/objects/thumbs/ellison_castlebar_ct_15-nov-1919_th.jpg
icp-0135a,icp-0135,,,,,,,,,,,,,,image/jpeg,image,,ellison_castlebar_ct_15-nov-1919.png,/objects/ellison_castlebar_ct_15-nov-1919.png,/objects/small/ellison_castlebar_ct_15-nov-1919_sm.jpg,/objects/thumbs/ellison_castlebar_ct_15-nov-1919_th.jpg
icp-0136,,"Lee Cinema, Cork",Patrick McGarry,1920,,,Theatre,,,1-2 Winthrop Street,Cork,51.89881752,-8.470805641,,,cinema_site,,,,/objects/small/lee-cinema_cork_1927_oldcorkphotos-fb_sm.jpg,/objects/thumbs/lee-cinema_cork_1927_oldcorkphotos-fb_th.jpg
icp-0136a,icp-0136,,,,,,,,,,,,,,image/jpeg,image,,lee-cinema_cork_1927_oldcorkphotos-fb.jpg,/objects/lee-cinema_cork_1927_oldcorkphotos-fb.jpg,/objects/small/lee-cinema_cork_1927_oldcorkphotos-fb_sm.jpg,/objects/thumbs/lee-cinema_cork_1927_oldcorkphotos-fb_th.jpg
icp-0137,,"Excelsior Cinema, Wicklow",John Clarke,1920,,,Theatre,,,Fitzwilliam Square,Wicklow,52.98088838,-6.043306918,,,cinema_site,,,,/objects/small/excelsior_wicklow_wnl_11-dec-1920_sm.jpg,/objects/thumbs/excelsior_wicklow_wnl_11-dec-1920_th.jpg
icp-0137a,icp-0137,,,,,,,,,,,,,,image/png,image,,excelsior_wicklow_wnl_11-dec-1920.png,/objects/excelsior_wicklow_wnl_11-dec-1920.png,/objects/small/excelsior_wicklow_wnl_11-dec-1920_sm.jpg,/objects/thumbs/excelsior_wicklow_wnl_11-dec-1920_th.jpg
icp-0138,,Enniskillen Picture Theatre,Dundelegan Picture Company,1913,,,Theatre,,,Town Hall Street,Enniskillen,54.344752,-7.63855,,,cinema_site,,,,/objects/small/enniskillen_th_1900_nli_sm.jpg,/objects/thumbs/enniskillen_th_1900_nli_th.jpg
icp-0138a,icp-0138,,,,,,,,,,,,,,image/jpeg,image,,enniskillen_th_1900_nli.jpg,/objects/enniskillen_th_1900_nli.jpg,/objects/small/enniskillen_th_1900_nli_sm.jpg,/objects/thumbs/enniskillen_th_1900_nli_th.jpg
icp-0139,,"Palace Cinema, Dublin",Isaac Eppel,1920,,,Theatre,,,41 Gt Brunswick Street,Dublin,53.34439503,-6.249978407,,,cinema_site,,,,/objects/small/palace-cinema_dublin_sm.jpg,/objects/thumbs/palace-cinema_dublin_th.jpg
icp-0139a,icp-0139,,,,,,,,,,,,,,image/jpeg,image,,palace-cinema_dublin.jpg,/objects/palace-cinema_dublin.jpg,/objects/small/palace-cinema_dublin_sm.jpg,/objects/thumbs/palace-cinema_dublin_th.jpg
icp-0140,,Clonmel Cinema Theatre,John S. Whitney & Dawson and Mary Murphy (1912); Alex McEwan,1912,,,Theatre,,,Upper Gladstone Street,Clonmel,52.3554821,-7.702764984,,,cinema_site,,,,/objects/small/clonmel-cinema-theatre_nt_7-dec-1912_sm.jpg,/objects/thumbs/clonmel-cinema-theatre_nt_7-dec-1912_th.jpg
icp-0140a,icp-0140,,,,,,,,,,,,,,image/jpeg,image,,clonmel-cinema-theatre_nt_7-dec-1912.jpg,/objects/clonmel-cinema-theatre_nt_7-dec-1912.jpg,/objects/small/clonmel-cinema-theatre_nt_7-dec-1912_sm.jpg,/objects/thumbs/clonmel-cinema-theatre_nt_7-dec-1912_th.jpg
icp-0141,,"Provincial Electric Cinema, Roscommon",James Gavin & M Brady,1919,,,Theatre,,,Harrison Hall,Roscommon,53.63123941,-8.190593617,,,cinema_site,,,,/objects/small/roscommon_harrison-hall_archiseek_sm.jpg,/objects/thumbs/roscommon_harrison-hall_archiseek_th.jpg
icp-0141a,icp-0141,,,,,,,,,,,,,,image/jpeg,image,,roscommon_harrison-hall_archiseek.jpg,/objects/roscommon_harrison-hall_archiseek.jpg,/objects/small/roscommon_harrison-hall_archiseek_sm.jpg,/objects/thumbs/roscommon_harrison-hall_archiseek_th.jpg
icp-0142,,"Garryowen Cinema, Limerick",,1920,,,Theatre,,,Broad Street,Limerick,52.66568165,-8.619910357,,,cinema_site,,,,/objects/small/garryowen_limerick_le_2-mar-1920_sm.jpg,/objects/thumbs/garryowen_limerick_le_2-mar-1920_th.jpg
icp-0142a,icp-0142,,,,,,,,,,,,,,image/jpeg,image,,garryowen_limerick_le_2-mar-1920.jpg,/objects/garryowen_limerick_le_2-mar-1920.jpg,/objects/small/garryowen_limerick_le_2-mar-1920_sm.jpg,/objects/thumbs/garryowen_limerick_le_2-mar-1920_th.jpg
icp-0143,,"Washington Cinema, Cork",,1920,,,Theatre,,,11-12 Great George's Street,Cork,51.89768993,-8.476602982,,,cinema_site,,,,/objects/small/washington_cork_ee_14-jan-1920_sm.jpg,/objects/thumbs/washington_cork_ee_14-jan-1920_th.jpg
icp-0143a,icp-0143,,,,,,,,,,,,,,image/jpeg,image,,washington_cork_ee_14-jan-1920.jpg,/objects/washington_cork_ee_14-jan-1920.jpg,/objects/small/washington_cork_ee_14-jan-1920_sm.jpg,/objects/thumbs/washington_cork_ee_14-jan-1920_th.jpg
icp-0144,,"Blackpool Cinema, Cork",,1920,,,Theatre,,,70-74 Watercourse Road,Cork,51.90934242,-8.473733064,,,cinema_site,,,,/objects/small/blackpool_cork_ce_25-oct-1920_sm.jpg,/objects/thumbs/blackpool_cork_ce_25-oct-1920_th.jpg
icp-0144a,icp-0144,,,,,,,,,,,,,,image/jpeg,image,,blackpool_cork_ce_25-oct-1920.jpg,/objects/blackpool_cork_ce_25-oct-1920.jpg,/objects/small/blackpool_cork_ce_25-oct-1920_sm.jpg,/objects/thumbs/blackpool_cork_ce_25-oct-1920_th.jpg
icp-0145,,"Bellevue Cinema, Cork",,1920,,,Theatre,,,Military Road,Cork,51.90676544,-8.462005419,,,cinema_site,,,,/objects/small/belle-vue_cork_fb_sm.jpg,/objects/thumbs/belle-vue_cork_fb_th.jpg
icp-0145a,icp-0145,,,,,,,,,,,,,,image/jpeg,image,,belle-vue_cork_fb.jpg,/objects/belle-vue_cork_fb.jpg,/objects/small/belle-vue_cork_fb_sm.jpg,/objects/thumbs/belle-vue_cork_fb_th.jpg
icp-0146,,"Diamond Picture Palace, Monaghan",P.J. MacMahon,1913,,,Theatre,,,The Diamond,Monaghan,54.2487585,-6.96902067,,,cinema_site,,,,/objects/small/monaghan_th-cinema_archiseek_sm.jpg,/objects/thumbs/monaghan_th-cinema_archiseek_th.jpg
icp-0146a,icp-0146,,,,,,,,,,,,,,image/jpeg,image,,monaghan_th-cinema_archiseek.jpg,/objects/monaghan_th-cinema_archiseek.jpg,/objects/small/monaghan_th-cinema_archiseek_sm.jpg,/objects/thumbs/monaghan_th-cinema_archiseek_th.jpg
icp-0147,,Clones Electric Theatre,James J. Kerr,1913,,,Theatre,"While there is little information on this venue, it was in opened in autumn 1913, offering three nights of films. The projectionist and likely manager was James Kerr, a local pharmacist who had been selling projection equipment since at least 1911.",,Church Hill,Clones,54.18267067,-7.234397242,,,cinema_site,,,,/objects/small/clones_st-josephs-temperance-hall_cinema-treasures_sm.jpg,/objects/thumbs/clones_st-josephs-temperance-hall_cinema-treasures_th.jpg
icp-0147a,icp-0147,,,,,,,,,,,,,,image/jpeg,image,,clones_st-josephs-temperance-hall_cinema-treasures.jpg,/objects/clones_st-josephs-temperance-hall_cinema-treasures.jpg,/objects/small/clones_st-josephs-temperance-hall_cinema-treasures_sm.jpg,/objects/thumbs/clones_st-josephs-temperance-hall_cinema-treasures_th.jpg
icp-0148,,"National Theatre, Thurles",John and Patrick McGrath,1913,,,Theatre,,,Friar Street,Thurles,52.678381,-7.819127,,,cinema_site,,,,/objects/small/thurles_national-theatre_ts_25-oct-1913_sm.jpg,/objects/thumbs/thurles_national-theatre_ts_25-oct-1913_th.jpg
icp-0148a,icp-0148,,,,,,,,,,,,,,image/jpeg,image,,thurles_national-theatre_ts_25-oct-1913.jpg,/objects/thurles_national-theatre_ts_25-oct-1913.jpg,/objects/small/thurles_national-theatre_ts_25-oct-1913_sm.jpg,/objects/thumbs/thurles_national-theatre_ts_25-oct-1913_th.jpg
icp-0149,,"Pavilion, Cork","Pavilion Cinema and Cafe, Ltd (T.J. Moran, J. Madden, A. O'Shaughnessey, J. Dowdall, J. Slattery, F.T. Chambers)",1921,,,Theatre,,,80-82 Patrick Street,Cork,51.89839865,-8.473794067,,,cinema_site,,,,/objects/small/pavilion_cork_goldenagefb_sm.jpg,/objects/thumbs/pavilion_cork_goldenagefb_th.jpg
icp-0149a,icp-0149,,,,,,,,,,,,,,image/jpeg,image,,pavilion_cork_goldenagefb.jpg,/objects/pavilion_cork_goldenagefb.jpg,/objects/small/pavilion_cork_goldenagefb_sm.jpg,/objects/thumbs/pavilion_cork_goldenagefb_th.jpg
icp-0150,,"Oisin Theatre, Clonmel",T.A. Morris and William O'Keeffe,1921,,,Theatre,,,22 O'Connell Street,Clonmel,52.35248367,-7.703962341,,,cinema_site,,,,/objects/small/oisin_clonmel_cinematreasures_sm.jpg,/objects/thumbs/oisin_clonmel_cinematreasures_th.jpg
icp-0150a,icp-0150,,,,,,,,,,,,,,image/jpeg,image,,oisin_clonmel_cinematreasures.jpg,/objects/oisin_clonmel_cinematreasures.jpg,/objects/small/oisin_clonmel_cinematreasures_sm.jpg,/objects/thumbs/oisin_clonmel_cinematreasures_th.jpg
icp-0151,,"Southern Star Cinema, Midleton","James Coleman, Timothy Murphy, Denis Sheehan, Philip Hyde, Margaret Murphy",1920,,,Theatre,,,Cork Bridge,Midleton,51.91653046,-8.175809777,,,cinema_site,,,,/objects/small/southern-star_midleton_cinematreasures_sm.jpg,/objects/thumbs/southern-star_midleton_cinematreasures_th.jpg
icp-0151a,icp-0151,,,,,,,,,,,,,,image/jpeg,image,,southern-star_midleton_cinematreasures.jpg,/objects/southern-star_midleton_cinematreasures.jpg,/objects/small/southern-star_midleton_cinematreasures_sm.jpg,/objects/thumbs/southern-star_midleton_cinematreasures_th.jpg
icp-0152,,"Strand Palace, Youghal",R.L. Atkins (1922),1920,,,Theatre,,,Upper Strand,Youghal,51.94059511,-7.844785539,,,cinema_site,,,,/objects/small/strand-palace_youghal_bio_20-jan-1921_sm.jpg,/objects/thumbs/strand-palace_youghal_bio_20-jan-1921_th.jpg
icp-0152a,icp-0152,,,,,,,,,,,,,,image/jpeg,image,,strand-palace_youghal_bio_20-jan-1921.jpg,/objects/strand-palace_youghal_bio_20-jan-1921.jpg,/objects/small/strand-palace_youghal_bio_20-jan-1921_sm.jpg,/objects/thumbs/strand-palace_youghal_bio_20-jan-1921_th.jpg
icp-0153,,"Cinema, Lismore",,1921,,,Theatre,,,South Mall,Lismore,52.13812986,-7.929655237,,,cinema_site,,,,/objects/small/lismore-pp_wns_19-aug-1921_sm.jpg,/objects/thumbs/lismore-pp_wns_19-aug-1921_th.jpg
icp-0153a,icp-0153,,,,,,,,,,,,,,image/jpeg,image,,lismore-pp_wns_19-aug-1921.jpg,/objects/lismore-pp_wns_19-aug-1921.jpg,/objects/small/lismore-pp_wns_19-aug-1921_sm.jpg,/objects/thumbs/lismore-pp_wns_19-aug-1921_th.jpg
icp-0154,,Greystones Picture Palace,P.J. O'Connor and J. Deveraux,1917,,,Theatre,,,Sidmonton,Greystones,53.14902398,-6.06420515,,,cinema_site,,,,/objects/small/greystones-pp_wnl_18-aug-1917_sm.jpg,/objects/thumbs/greystones-pp_wnl_18-aug-1917_th.jpg
icp-0154a,icp-0154,,,,,,,,,,,,,,image/jpeg,image,,greystones-pp_wnl_18-aug-1917.jpg,/objects/greystones-pp_wnl_18-aug-1917.jpg,/objects/small/greystones-pp_wnl_18-aug-1917_sm.jpg,/objects/thumbs/greystones-pp_wnl_18-aug-1917_th.jpg
icp-0155,,"Moynan's  Picture Palace, Templemore",George Moynan,1918,,,Theatre,,,Main Street,Templemore,52.797345,-7.832509,,,cinema_site,,,,/objects/small/moynan-pp_templemore_ts_31-aug-1918_sm.jpg,/objects/thumbs/moynan-pp_templemore_ts_31-aug-1918_th.jpg
icp-0155a,icp-0155,,,,,,,,,,,,,,image/jpeg,image,,moynan-pp_templemore_ts_31-aug-1918.jpg,/objects/moynan-pp_templemore_ts_31-aug-1918.jpg,/objects/small/moynan-pp_templemore_ts_31-aug-1918_sm.jpg,/objects/thumbs/moynan-pp_templemore_ts_31-aug-1918_th.jpg
icp-0156,,"Pictures, Town Hall, Ennis",,1911,,,Multipurpose venue,,,O'Connell Street,Ennis,52.84251436,-8.983161105,,,cinema_site,,,,/objects/small/ennis-th-cinema_ce_18-jan-1924_sm.jpg,/objects/thumbs/ennis-th-cinema_ce_18-jan-1924_th.jpg
icp-0156a,icp-0156,,,,,,,,,,,,,,image/jpeg,image,,ennis-th-cinema_ce_18-jan-1924.jpg,/objects/ennis-th-cinema_ce_18-jan-1924.jpg,/objects/small/ennis-th-cinema_ce_18-jan-1924_sm.jpg,/objects/thumbs/ennis-th-cinema_ce_18-jan-1924_th.jpg
icp-0157,,"Midland Picture House, Derry",Midland Picture House Co.,1923,,,Theatre,,,"Bond's Hill, Waterside",Derry,54.993083,-7.311815,,,cinema_site,,,,/objects/small/midland_derry_dj_21-jan-2016_sm.jpg,/objects/thumbs/midland_derry_dj_21-jan-2016_th.jpg
icp-0157a,icp-0157,,,,,,,,,,,,,,image/jpeg,image,,midland_derry_dj_21-jan-2016.jpg,/objects/midland_derry_dj_21-jan-2016.jpg,/objects/small/midland_derry_dj_21-jan-2016_sm.jpg,/objects/thumbs/midland_derry_dj_21-jan-2016_th.jpg
icp-0158,,"Savoy, Newry",,1933,,,Theatre,,,25 Merchants Quay,Newry,54.176758,-6.339798,,,cinema_site,,,,/objects/small/savoy_newry_cinema-treasures_sm.jpg,/objects/thumbs/savoy_newry_cinema-treasures_th.jpg
icp-0158a,icp-0158,,,,,,,,,,,,,,image/jpeg,image,,savoy_newry_cinema-treasures.jpg,/objects/savoy_newry_cinema-treasures.jpg,/objects/small/savoy_newry_cinema-treasures_sm.jpg,/objects/thumbs/savoy_newry_cinema-treasures_th.jpg
icp-0159,,"City Cinema, Derry",,1932,,,Theatre,,,14-16 William Street,Derry,54.99765596,-7.3223179,,,cinema_site,,,,/objects/small/city-cinema_derry_dj_26-sep-1932_sm.jpg,/objects/thumbs/city-cinema_derry_dj_26-sep-1932_th.jpg
